,Duration
0,111.9999885559082
1,108.99996757507324
2,111.00006103515625
3,111.9999885559082
4,128.9999485015869
5,86.99989318847656
6,128.00002098083496
7,114.00008201599121
8,111.9999885559082
9,111.00006103515625
10,102.99992561340332
11,138.0000114440918
12,143.00012588500977
13,108.99996757507324
14,125.0
15,119.00019645690918
16,90.99984169006348
17,128.9999485015869
18,126.9998550415039
19,127.00009346008301
20,117.00010299682617
21,92.00000762939453
22,108.99996757507324
23,187.99996376037598
24,88.99998664855957
25,197.9999542236328
26,89.99991416931152
27,106.99987411499023
28,92.00000762939453
29,108.00004005432129
30,226.99999809265137
31,98.00004959106445
32,105.99994659423828
33,107.00011253356934
34,89.99991416931152
35,88.99998664855957
36,121.00005149841309
37,104.00009155273438
38,140.0001049041748
39,101.00007057189941
40,135.9999179840088
41,134.99999046325684
42,133.99982452392578
43,92.99993515014648
44,127.00009346008301
45,117.00010299682617
46,138.0000114440918
47,141.00003242492676
48,108.00004005432129
49,121.99997901916504
50,123.99983406066895
51,88.99998664855957
52,125.99992752075195
53,125.0
54,129.99987602233887
55,105.00001907348633
56,102.99992561340332
57,111.00006103515625
58,107.99980163574219
59,107.00011253356934
60,121.00005149841309
61,103.00016403198242
62,133.00013542175293
63,128.00002098083496
64,124.00007247924805
65,121.99997901916504
66,105.99994659423828
67,127.00009346008301
68,104.00009155273438
69,105.00001907348633
70,106.99987411499023
71,101.99999809265137
72,123.99983406066895
73,131.99996948242188
74,110.0001335144043
75,125.99992752075195
76,125.99992752075195
77,88.99998664855957
78,98.00004959106445
79,121.99997901916504
80,101.00007057189941
81,118.99995803833008
82,121.00005149841309
83,108.00004005432129
84,107.99980163574219
85,118.00003051757812
86,102.99992561340332
87,107.00011253356934
88,141.00003242492676
89,130.00011444091797
90,104.00009155273438
91,90.99984169006348
92,116.99986457824707
93,106.99987411499023
94,106.99987411499023
95,118.99995803833008
96,106.00018501281738
97,107.00011253356934
98,109.9998950958252
99,101.99999809265137
100,92.00000762939453
101,223.00004959106445
102,101.99999809265137
103,120.00012397766113
104,102.99992561340332
105,86.99989318847656
106,123.99983406066895
107,88.99998664855957
108,114.00008201599121
109,127.00009346008301
110,120.00012397766113
111,108.99996757507324
112,147.00007438659668
113,107.00011253356934
114,104.00009155273438
115,117.00010299682617
116,135.9999179840088
117,99.99990463256836
118,125.99992752075195
119,87.00013160705566
120,85.99996566772461
121,103.99985313415527
122,98.9999771118164
123,102.99992561340332
124,111.00006103515625
125,103.00016403198242
126,139.00017738342285
127,124.00007247924805
128,127.00009346008301
129,85.99996566772461
130,140.0001049041748
131,179.99982833862305
132,102.99992561340332
133,167.00005531311035
134,128.00002098083496
135,85.99996566772461
136,139.9998664855957
137,142.0001983642578
138,112.99991607666016
139,108.99996757507324
140,133.99982452392578
141,131.00004196166992
142,118.00003051757812
143,117.00010299682617
144,123.99983406066895
145,87.99982070922852
146,95.99995613098145
147,74.99980926513672
148,101.99999809265137
149,90.99984169006348
150,99.99990463256836
151,100.00014305114746
152,120.00012397766113
153,120.99981307983398
154,104.00009155273438
155,105.00001907348633
156,120.00012397766113
157,100.00014305114746
158,102.99992561340332
159,125.99992752075195
160,103.99985313415527
161,129.99987602233887
162,164.0000343322754
163,115.99993705749512
164,135.9999179840088
165,100.00014305114746
166,105.00001907348633
167,116.00017547607422
168,120.99981307983398
169,161.00001335144043
170,131.99996948242188
171,92.99993515014648
172,122.99990653991699
173,105.99994659423828
174,84.0001106262207
175,122.99990653991699
176,122.99990653991699
177,178.9999008178711
178,147.00007438659668
179,100.00014305114746
180,121.00005149841309
181,98.9999771118164
182,131.00004196166992
183,121.99997901916504
184,220.99995613098145
185,200.00004768371582
186,94.00010108947754
187,112.99991607666016
188,101.00007057189941
189,110.99982261657715
190,98.00004959106445
191,98.9999771118164
192,101.99999809265137
193,128.9999485015869
194,220.99995613098145
195,160.00008583068848
196,101.99999809265137
197,117.00010299682617
198,107.00011253356934
199,101.00007057189941
200,131.00004196166992
201,109.9998950958252
202,98.9999771118164
203,115.00000953674316
204,137.00008392333984
205,90.99984169006348
206,117.00010299682617
207,118.00003051757812
208,95.99995613098145
209,117.00010299682617
210,92.99993515014648
211,101.00007057189941
212,121.00005149841309
213,115.99993705749512
214,121.99997901916504
215,119.00019645690918
216,309.999942779541
217,129.99987602233887
218,96.9998836517334
219,117.00010299682617
220,121.99997901916504
221,221.9998836517334
222,160.00008583068848
223,121.00005149841309
224,114.00008201599121
225,611.9999885559082
226,118.00003051757812
227,118.99995803833008
228,107.00011253356934
229,115.99993705749512
230,114.00008201599121
231,107.00011253356934
232,82.0000171661377
233,101.00007057189941
234,98.9999771118164
235,102.99992561340332
236,108.00004005432129
237,146.00014686584473
238,108.00004005432129
239,95.99995613098145
240,128.00002098083496
241,102.99992561340332
242,283.9999198913574
243,99.99990463256836
244,90.99984169006348
245,98.00004959106445
246,98.9999771118164
247,111.00006103515625
248,129.99987602233887
249,151.0000228881836
250,111.9999885559082
251,97.0001220703125
252,116.00017547607422
253,113.99984359741211
254,132.99989700317383
255,103.99985313415527
256,111.9999885559082
257,135.9999179840088
258,94.00010108947754
259,95.00002861022949
260,134.00006294250488
261,100.99983215332031
262,128.9999485015869
263,81.00008964538574
264,112.99991607666016
265,109.9998950958252
266,117.00010299682617
267,92.00000762939453
268,115.99993705749512
269,130.00011444091797
270,115.99993705749512
271,110.0001335144043
272,94.00010108947754
273,118.00003051757812
274,253.00002098083496
275,112.99991607666016
276,119.99988555908203
277,113.00015449523926
278,95.00002861022949
279,116.00017547607422
280,115.00000953674316
281,131.00004196166992
282,89.99991416931152
283,114.00008201599121
284,109.9998950958252
285,113.99984359741211
286,94.99979019165039
287,113.00015449523926
288,93.99986267089844
289,108.99996757507324
290,116.99986457824707
291,92.00000762939453
292,95.00002861022949
293,103.00016403198242
294,96.9998836517334
295,97.0001220703125
296,95.00002861022949
297,116.99986457824707
298,113.99984359741211
299,95.00002861022949
