,scheduling_overhead
0,3.999948501586914
1,23.999929428100586
2,33.00023078918457
3,33.99991989135742
4,23.999929428100586
5,18.000125885009766
6,26.999950408935547
7,18.000125885009766
8,43.99991035461426
9,15.999794006347656
10,3.000020980834961
11,29.999971389770508
12,6.000041961669922
13,2.000093460083008
14,20.999908447265625
15,28.0001163482666
16,1.9998550415039062
17,24.99985694885254
18,5.000114440917969
19,3.999948501586914
20,3.000020980834961
21,2.9997825622558594
22,22.00007438659668
23,29.000043869018555
24,20.999908447265625
25,39.999961853027344
26,25.00009536743164
27,3.999948501586914
28,32.99999237060547
29,24.99985694885254
30,6.000041961669922
31,29.999971389770508
32,93.99986267089844
33,16.99995994567871
34,21.999835968017578
35,1.9998550415039062
36,3.999948501586914
37,36.00001335144043
38,29.999971389770508
39,3.999948501586914
40,30.99989891052246
41,24.99985694885254
42,26.000022888183594
43,3.999948501586914
44,26.000022888183594
45,2.000093460083008
46,3.000020980834961
47,29.999971389770508
48,16.99995994567871
49,30.99989891052246
50,26.999950408935547
51,22.00007438659668
52,39.00003433227539
53,24.99985694885254
54,35.00008583068848
55,1.9998550415039062
56,30.99989891052246
57,37.000179290771484
58,18.000125885009766
59,3.999948501586914
60,2.9997825622558594
61,26.999950408935547
62,3.000020980834961
63,19.00005340576172
64,3.999948501586914
65,25.00009536743164
66,14.999866485595703
67,16.000032424926758
68,37.999868392944336
69,17.999887466430664
70,23.000001907348633
71,29.999971389770508
72,26.999950408935547
73,6.000041961669922
74,29.000043869018555
75,3.000020980834961
76,3.000020980834961
77,26.999950408935547
78,36.00001335144043
79,3.000020980834961
80,3.000020980834961
81,1.9998550415039062
82,17.000198364257812
83,3.999948501586914
84,3.000020980834961
85,19.999980926513672
86,32.99999237060547
87,2.000093460083008
88,7.999897003173828
89,36.00001335144043
90,23.999929428100586
91,3.999948501586914
92,27.9998779296875
93,25.00009536743164
94,1.9998550415039062
95,25.00009536743164
96,23.000001907348633
97,16.99995994567871
98,25.00009536743164
99,2.000093460083008
100,23.000001907348633
101,30.99989891052246
102,2.000093460083008
103,20.999908447265625
104,3.000020980834961
105,23.999929428100586
106,6.000041961669922
107,28.0001163482666
108,18.000125885009766
109,36.00001335144043
110,13.000011444091797
111,4.000186920166016
112,28.0001163482666
113,36.99994087219238
114,17.999887466430664
115,3.000020980834961
116,28.0001163482666
117,2.000093460083008
118,42.999982833862305
119,3.000020980834961
120,23.999929428100586
121,33.99991989135742
122,3.999948501586914
123,29.000043869018555
124,3.999948501586914
125,29.999971389770508
126,23.000001907348633
127,34.999847412109375
128,14.999866485595703
129,24.99985694885254
130,29.999971389770508
131,26.000022888183594
132,36.00001335144043
133,27.9998779296875
134,33.99991989135742
135,29.999971389770508
136,32.99999237060547
137,29.000043869018555
138,17.999887466430664
139,4.000186920166016
140,5.000114440917969
141,36.99994087219238
142,23.999929428100586
143,16.000032424926758
144,23.999929428100586
145,16.99995994567871
146,70.9998607635498
147,22.00007438659668
148,2.000093460083008
149,24.99985694885254
