problem,constraint,percentile,optimized_configuration,duration_avg,duration_median,duration_percentile10,duration_percentile90,cost_avg,cost_median,cost_percentile10,cost_percentile90
BPBC,90.2804987012987,,"{'f1': 1088, 'f2': 1472, 'f3': 1664, 'f4': 2240, 'f5': 2816, 'f6': 1856}",2789.946453,2357.84,2214.71,4111.776,90.20511136,75.6877,70.271,132.5295
BPBC,91.23717142857144,,"{'f1': 1280, 'f2': 1280, 'f3': 1664, 'f4': 2240, 'f5': 1664, 'f6': 1856}",2830.286739,2386.89,2249.861,4169.0740000000005,91.03637734,75.1669,71.52100000000002,133.9003
BPBC,92.19384415584416,,"{'f1': 1280, 'f2': 1472, 'f3': 1664, 'f4': 2240, 'f5': 2816, 'f6': 1856}",2776.1563129999995,2357.5649999999996,2225.85,4102.061,92.17065641,77.77100000000002,72.4585,136.9211
BPBC,93.15051688311688,,"{'f1': 1472, 'f2': 1472, 'f3': 1664, 'f4': 2240, 'f5': 704, 'f6': 1472}",2839.9872809999997,2430.81,2198.3599999999997,4149.403,93.12052852,76.7292,71.5209,138.46679999999998
BPBC,94.1071896103896,,"{'f1': 1472, 'f2': 1472, 'f3': 1088, 'f4': 2240, 'f5': 1088, 'f6': 1856}",2763.713243,2352.15,2122.98,4066.9049999999997,93.96136463,78.18769999999999,72.771,139.30031
BPBC,95.06386233766231,,"{'f1': 1472, 'f2': 1280, 'f3': 1856, 'f4': 2240, 'f5': 1280, 'f6': 2048}",2755.894791,2342.91,2120.3899999999994,4082.8539999999994,95.01129825999999,78.8126,74.021,139.7169
BPBC,96.02053506493506,,"{'f1': 1472, 'f2': 1280, 'f3': 1088, 'f4': 2240, 'f5': 1280, 'f6': 2240}",2743.882536,2340.1949999999997,2119.087,4060.5619999999994,95.60775755,79.2294,75.5835,139.821
BPBC,96.9772077922078,,"{'f1': 1472, 'f2': 1280, 'f3': 1856, 'f4': 2240, 'f5': 1664, 'f6': 2240}",2755.741015,2339.9799999999996,2110.12,4097.555000000001,96.96538844,81.1044,76.3127,142.2336
BPBC,97.93388051948052,,"{'f1': 1472, 'f2': 1472, 'f3': 1856, 'f4': 2240, 'f5': 1664, 'f6': 2240}",2714.177292,2310.81,2088.611,4011.394,97.67474611,81.4169,77.2502,143.15439999999998
BPBC,98.89055324675324,,"{'f1': 1472, 'f2': 1664, 'f3': 1856, 'f4': 2240, 'f5': 1472, 'f6': 2240}",2691.083686,2291.455,2055.452,3989.543999999999,98.62579046,82.3543,76.9377,145.0294
BPBC,99.84722597402596,,"{'f1': 1472, 'f2': 2240, 'f3': 1664, 'f4': 2240, 'f5': 1088, 'f6': 2240}",2705.853655,2286.795,2060.9539999999997,3992.265999999999,99.87316516,83.9168,77.87519999999999,146.2961
BPBC,100.80389870129868,,"{'f1': 896, 'f2': 1280, 'f3': 1664, 'f4': 3008, 'f5': 1088, 'f6': 1472}",2952.104104,2489.79,2376.7,4295.947,100.46669897,79.3334,76.4168,148.98769999999996
BPBC,101.76057142857142,,"{'f1': 896, 'f2': 1280, 'f3': 1664, 'f4': 3008, 'f5': 1088, 'f6': 1856}",2837.457426,2389.45,2281.8099999999995,4168.93,100.68933412,80.06259999999999,77.146,148.2586
BPBC,102.71724415584416,,"{'f1': 896, 'f2': 1280, 'f3': 1664, 'f4': 3008, 'f5': 704, 'f6': 2048}",2840.5814159999995,2374.0299999999997,2266.267,4179.264,102.79636652999999,81.6251,78.70849999999999,151.28982000000005
BPBC,103.67391688311687,,"{'f1': 1088, 'f2': 1280, 'f3': 1856, 'f4': 3008, 'f5': 1088, 'f6': 1856}",2812.248434,2371.95,2228.769,4152.827000000001,103.04863961,81.7293,78.18759999999999,153.0503
BPBC,104.6305896103896,,"{'f1': 1280, 'f2': 1280, 'f3': 1856, 'f4': 3008, 'f5': 1088, 'f6': 1472}",2903.192393,2469.59,2327.7129999999997,4241.1720000000005,104.44530661,83.50009999999999,79.3334,155.25439999999998
BPBC,105.58726233766234,,"{'f1': 1280, 'f2': 1280, 'f3': 1664, 'f4': 3008, 'f5': 1088, 'f6': 1856}",2816.742647,2373.2649999999994,2234.2499999999995,4152.177,105.04488495999999,83.6043,79.64599999999999,154.92530000000002
BPBC,106.54393506493506,,"{'f1': 1280, 'f2': 1280, 'f3': 1664, 'f4': 3008, 'f5': 1088, 'f6': 2048}",2800.031136,2355.9349999999995,2215.5829999999996,4148.75,106.49156418999998,85.1668,81.20849999999999,158.3628
BPBC,107.5006077922078,,"{'f1': 1472, 'f2': 1280, 'f3': 1664, 'f4': 3008, 'f5': 1088, 'f6': 1472}",2862.1532939999997,2440.8199999999997,2230.308,4177.385,106.83651282,85.37509999999999,80.5834,159.83769999999998
BPBC,108.45728051948052,,"{'f1': 1472, 'f2': 1280, 'f3': 1856, 'f4': 3008, 'f5': 1088, 'f6': 1856}",2751.609581,2345.38,2132.4799999999996,4057.98,107.60344251999997,86.7293,81.9376,160.55030000000002
BPBC,109.41395324675324,,"{'f1': 1472, 'f2': 1280, 'f3': 1856, 'f4': 3008, 'f5': 1088, 'f6': 2048}",2742.637954,2331.3199999999997,2117.5359999999996,4055.3430000000003,109.39178943999998,88.2918,83.39600000000002,162.11446
BPBC,110.37062597402596,,"{'f1': 1472, 'f2': 1472, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 1856}",2709.5378119999996,2315.5099999999998,2091.93,3999.978,110.16001197,90.7918,83.6043,164.40690999999998
BPBC,111.3272987012987,,"{'f1': 1472, 'f2': 1280, 'f3': 1856, 'f4': 3008, 'f5': 1280, 'f6': 2240}",2744.5880469999997,2323.98,2102.16,4071.4329999999995,111.30868588,89.8543,85.06259999999999,164.30029999999996
BPBC,112.28397142857142,,"{'f1': 1472, 'f2': 1280, 'f3': 2048, 'f4': 3008, 'f5': 704, 'f6': 2240}",2749.69966,2324.2599999999998,2100.669,4091.701,111.89789279,90.4793,85.5835,166.59189999999998
BPBC,113.24064415584417,,"{'f1': 1472, 'f2': 1472, 'f3': 2048, 'f4': 3008, 'f5': 1664, 'f6': 2240}",2707.939778,2296.4799999999996,2076.537,3996.6130000000003,113.09121763999998,91.4168,86.62509999999999,167.8586
BPBC,114.19731688311688,,"{'f1': 1472, 'f2': 2240, 'f3': 1664, 'f4': 3008, 'f5': 896, 'f6': 2240}",2675.9837029999994,2255.64,2038.4799999999998,3945.9,114.4363226,93.9168,87.25009999999999,169.00439999999998
BPBC,115.1539896103896,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 1472, 'f6': 2240}",2661.233575,2253.04,2037.4299999999996,3927.111,115.12051626,95.1668,87.97929999999998,170.25439999999998
BPBC,116.11066233766232,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 1280, 'f6': 2240}",2672.764667,2254.4449999999997,2037.4799999999998,3942.988999999999,115.58417372000001,95.1668,87.97929999999998,170.6545
BPBC,117.06733506493508,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2679.5012119999997,2254.865,2034.6919999999996,3968.7889999999993,116.97234897999999,95.1668,89.12519999999999,173.90019999999998
BPBC,118.02400779220778,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2673.1058239999998,2257.395,2044.318,3927.681,116.67522838000001,95.27099999999999,89.12519999999999,172.75449999999998
BPBC,118.98068051948052,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2674.863258,2256.2899999999995,2038.764,3927.772,116.78627918000001,95.27099999999999,89.12519999999999,173.15449999999998
BPBC,119.93735324675325,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2674.6618309999994,2255.5699999999997,2035.2549999999999,3953.0819999999994,116.75360653,95.1668,89.12519999999999,173.15449999999998
BPBC,120.89402597402596,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2664.100927,2256.2799999999997,2037.4749999999997,3929.7619999999997,116.32428294999998,95.27099999999999,89.12519999999999,172.0087
BPBC,121.8506987012987,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2705.0746129999998,2257.7799999999997,2038.1729999999998,3979.1639999999993,118.15453878,95.27099999999999,89.12519999999999,174.40440999999998
BPBC,122.80737142857144,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2668.545392,2255.94,2041.9539999999997,3944.537999999999,116.5003174,95.1668,89.12519999999999,172.75439999999998
BPBC,123.76404415584416,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2659.51519,2252.7599999999998,2034.5509999999997,3938.6099999999997,116.09574675999998,95.1668,89.12519999999999,172.75449999999998
BPBC,124.72071688311688,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2652.60536,2253.33,2026.6599999999999,3918.5649999999996,115.78617622,95.1668,89.12519999999999,171.60851
BPBC,125.6773896103896,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2670.539272,2255.87,2042.399,3953.6879999999996,116.55343124999999,95.27099999999999,89.12519999999999,173.15449999999998
BPBC,126.63406233766231,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2689.662493,2255.0699999999997,2038.9609999999996,3968.361,117.47668994,95.27099999999999,89.12519999999999,173.90019999999998
BPBC,127.59073506493506,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2682.073226,2257.7999999999993,2035.7189999999998,3952.8169999999996,117.15319767000001,95.27099999999999,89.12519999999999,173.2586
BPBC,128.5474077922078,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2664.1368599999996,2253.3199999999997,2033.58,3946.1549999999997,116.24433217999999,95.1668,89.12519999999999,173.15449999999996
BPBC,129.5040805194805,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2658.7715889999995,2254.08,2033.81,3929.886,116.05475589000001,95.1668,89.12519999999999,172.11271
BPBC,130.46075324675326,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2659.683307,2253.8949999999995,2041.9599999999998,3934.2369999999996,116.07465878999999,95.1668,89.12519999999999,172.75449999999998
BPBC,131.41742597402595,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2658.6470059999997,2255.0199999999995,2035.1639999999998,3906.3879999999995,116.07165819,95.1668,89.12519999999999,171.90439999999998
BPBC,132.3740987012987,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2687.185896,2257.5299999999997,2038.456,3969.653,117.38361112,95.27099999999999,89.12519999999999,173.90019999999998
BPBC,133.33077142857144,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2672.6836749999998,2258.7299999999996,2046.367,3937.27,116.650696,95.27099999999999,89.12519999999999,172.1666300000002
BPBC,134.28744415584416,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2667.572533,2254.5499999999997,2038.7289999999998,3935.79,116.50163709999998,95.1668,89.12519999999999,173.15449999999998
BPBC,135.24411688311687,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2670.4475829999997,2254.97,2035.9339999999997,3931.83,116.64610390000001,95.1668,89.12519999999999,173.15449999999998
BPBC,136.20078961038962,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2648.086988,2253.245,2031.6789999999999,3918.7649999999994,115.53205408000001,95.1668,89.12519999999999,171.50439999999998
BPBC,137.15746233766234,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2672.6701609999996,2255.87,2034.197,3937.1949999999997,116.71665447999999,95.1668,89.12519999999999,172.75439999999998
BPBC,138.11413506493506,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2668.780558,2255.3199999999997,2035.788,3924.2459999999996,116.56299088,95.1668,89.12519999999999,172.0087
BPBC,139.0708077922078,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2658.441029,2253.91,2033.571,3921.8700000000003,116.09864061,95.1668,89.12519999999999,173.15439999999998
BPBC,140.02748051948052,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2663.9180049999995,2255.5699999999997,2028.4769999999999,3936.906,116.28768147000001,95.1668,89.12519999999999,172.00871
BPBC,140.98415324675324,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2657.2507019999994,2253.165,2028.3519999999996,3926.7299999999996,116.04652019000001,95.1668,89.12519999999999,172.75439999999998
BPBC,141.94082597402598,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2664.3158550000003,2254.4,2038.808,3919.239,116.34575222999999,95.1668,89.12519999999999,172.00861
BPBC,142.8974987012987,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2648.699521,2254.8199999999997,2034.6949999999997,3901.2019999999998,115.64445676999999,95.1668,89.12519999999999,170.75869999999998
BPBC,143.85417142857142,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2660.6630229999996,2256.975,2045.59,3944.827999999999,116.08491794999999,95.27099999999999,89.12519999999999,173.15439999999998
BPBC,144.81084415584417,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2670.0990079999997,2252.91,2039.1609999999998,3936.646,116.60158113000001,95.1668,89.12519999999999,173.15449999999996
BPBC,145.76751688311688,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2666.133869,2255.99,2042.7699999999998,3943.7199999999993,116.30713323,95.1668,89.12519999999999,172.1128
BPBC,146.7241896103896,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2675.265145,2255.0099999999998,2044.32,3957.351,116.76877685,95.27099999999999,89.12519999999999,173.1545
BPBC,147.68086233766235,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2668.2919669999997,2254.335,2032.3189999999997,3948.2690000000002,116.47923075,95.1668,89.12519999999999,172.75439999999998
BPBC,148.6375350649351,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2665.623467,2254.95,2043.9809999999998,3937.7329999999997,116.30363058,95.1668,89.12519999999999,173.15449999999996
BPBC,149.59420779220778,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2690.636497,2256.045,2042.399,3955.384,117.57003809,95.27099999999999,89.12519999999999,173.2586
BPBC,150.55088051948053,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2683.3521549999996,2258.4999999999995,2037.0929999999996,3952.3720000000003,117.21556396,95.27099999999999,89.12519999999999,173.15449999999998
BPBC,151.50755324675325,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2671.3360959999995,2255.9249999999997,2037.1059999999998,3939.5439999999994,116.62182761999999,95.1668,89.12519999999999,173.1545
BPBC,152.46422597402596,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2645.302042,2252.45,2037.3979999999997,3933.152,115.35946401999999,95.1668,89.12519999999999,171.6086
BPBC,153.4208987012987,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2666.2719230000002,2256.115,2037.4299999999996,3938.98,116.39292013999999,95.27099999999999,89.12519999999999,173.15439999999998
BPBC,154.37757142857143,,"{'f1': 1472, 'f2': 2240, 'f3': 2048, 'f4': 3008, 'f5': 2816, 'f6': 2240}",2663.7029779999993,2256.5699999999997,2036.2299999999998,3951.3409999999994,116.26124800999999,95.1668,89.12519999999999,173.15449999999996
