problem,constraint,percentile,optimized_configuration,duration_avg,duration_median,duration_percentile10,duration_percentile90,cost_avg,cost_median,cost_percentile10,cost_percentile90
BCPC,18134.573665945165,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14476.159128,11288.515,11012.509999999998,21926.916000000005,59.10335126999999,50.791799999999995,49.125099999999996,85.9669
BCPC,18362.652108080805,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14543.136923000002,11295.154999999999,11015.532000000001,22030.88,59.239954839999996,50.791799999999995,49.125099999999996,85.96691000000001
BCPC,18590.73055021645,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14402.824803,11279.07,11009.148999999998,21857.259000000002,58.94532725999999,50.791799999999995,49.125099999999996,85.9669
BCPC,18818.80899235209,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14493.626453,11286.63,11009.99,21951.789,59.19591454999999,50.791799999999995,49.125099999999996,86.17519999999999
BCPC,19046.887434487733,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 512}",15372.946461000001,12187.81,11911.215,22857.579,59.15199186,50.791799999999995,49.125099999999996,86.17530000000001
BCPC,19274.965876623377,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14460.552475999999,11282.76,11008.873,21996.618000000002,59.120317899999996,50.791799999999995,49.125099999999996,86.17519999999999
BCPC,19503.044318759017,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14553.851381,11289.609999999999,11013.008,22038.810000000005,59.32082859999999,50.791799999999995,49.125099999999996,86.38359999999999
BCPC,19731.12276089466,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14439.334528,11282.675,11012.318999999998,21990.848000000005,59.07060505999999,50.791799999999995,49.125099999999996,86.17519999999999
BCPC,19959.2012030303,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14411.015583000002,11288.01,11014.38,21899.958000000002,58.951010999999994,50.791799999999995,49.125099999999996,85.9669
BCPC,20187.279645165945,,"{'f1': 512, 'f2': 128, 'f3': 512, 'f4': 128, 'f5': 128, 'f6': 1088}",14521.683137,11287.614999999998,11009.967,21992.308,59.24992306,50.791799999999995,49.125099999999996,85.967
